-1.167753936748240E+00	-2.814340164308120E+00	-5.317728201045350E+00	-1.145332262324180E-02	9.478279322394390E-01	1.347821473176650E-01	7.361684878294430E+00	6.967265735598510E+00	7.518172363602320E-03	6.211904023483740E-02	-9.330127048804800E-01	-1.984436126068830E+00	-9.121084275007660E+00	-2.468920585891770E+00	2.397977782927510E+00	-2.875084808602220E+00	-6.635824793392260E+00	-3.934928687268910E-01	3.197738884160600E+00	2.905038910264620E-01	-5.321047490927560E-01	2.684273398350560E+01	-1.442965064749440E+00	3.818146909082910E+00	-1.922841495250340E+00	1.869843895499290E+01	2.029834630251490E+00	7.861278991174610E-01
3.779957055385070E+00	-3.570205391157900E+00	-5.010354444596430E+00	-1.144515997208620E+00	-2.190543830476490E-01	1.700756721790420E+00	3.053222078481150E+00	-2.997065755492120E+00	2.998120565727790E+00	-2.752143573349410E+00	6.160254071443990E-01	8.396889159170830E-02	-6.315931561064570E+01	-3.526865266760750E+00	9.015275244528090E-01	-3.415757245107740E-01	1.014662623001540E+01	-1.674448740440230E+00	-3.444544801220910E+00	2.916570946001180E+00	5.056032237122010E+00	-2.012549917021820E+01	-1.258696306455560E+00	3.808164418198770E+00	1.185201771894410E+00	-1.204301764342020E+01	1.176437306627730E+00	-4.121428671480590E-01
-1.847373491326750E+00	-5.731418618089830E+00	-1.115259085442840E+01	6.096905558203730E-01	1.440350871364480E+00	-7.470900706275960E+00	-1.597441442830010E+01	-3.553791332895560E+00	-5.461202973515330E+00	-4.643076463815760E+00	-1.866025409499760E+00	-2.668505565201710E+00	1.126193288569380E+01	-6.322110258973540E+00	3.424306650387220E+00	-5.100105963502270E+00	-4.567043138812490E+00	-1.104574344274740E+00	-1.314971479878880E+01	-5.192495103683560E+00	5.175153984473320E+00	4.638874687465770E+00	-1.973428262778690E+01	1.257639491734680E+01	-1.520691315975710E+00	-1.020522793803810E+00	-4.758958005546980E+00	1.140310187851000E+00
-1.013363042364710E-01	-2.232803841047690E-02	-3.964806436082200E-02	1.264687069376840E-01	-1.224447571259140E-01	-3.079200477365180E-01	-3.868749312639350E-01	2.395845192539790E+00	-9.280827560035050E-01	-1.491187791304240E+00	5.443310529568210E-01	2.218558213457750E-01	-6.754108723304830E+00	3.371707520549420E-02	1.763699580475740E-01	-1.101973043291650E-01	2.487492910668060E-01	1.704581671545410E-01	-6.676051084173120E-01	-4.601828232480940E-01	8.045270886247060E-01	-2.989982900975040E-01	2.791983478584130E+00	-7.195306022039790E-01	2.705036839846740E-01	3.035460638542720E-01	5.053958867553800E-01	-1.068532279620770E-01
7.595395667571840E-02	-7.417521134633940E-02	1.084192731377980E-01	-1.903727935653000E-01	2.856019141214500E-02	-1.611789917793710E-01	5.702985570995350E-02	-1.319307926051060E+00	-4.492053610427390E-01	8.992219551255450E-01	-5.443310532698890E-01	3.549526634654180E-01	-1.064803677873040E+01	2.344337285113840E-01	-6.314955142309150E-02	1.418624119245890E+00	-1.043508388096350E-01	1.490726061190430E-01	5.701005389018220E-01	-3.575886963641280E-01	-4.831385560608980E-01	2.295346927441440E-01	-7.381489385966920E-01	5.187663284937810E-01	2.201807567715500E-01	-1.930769825852070E-01	-1.001313757707110E+00	2.214760763258370E-02
-2.928234693977630E-03	-1.697486570253980E-02	3.926180375174180E-02	-5.317308361783930E-02	-4.359477187349070E-02	2.073882442383690E-01	-1.698766714833900E-01	-1.759861557126510E-01	3.403215954916430E-01	4.436509022407820E-01	5.523594346079560E-10	6.598874675899100E-03	-7.753219576570720E+00	8.600356281034260E-02	1.425209699606160E-02	3.192837085903670E-01	6.221522419295680E-02	-2.658095632036120E-01	2.364050093202940E-01	2.614074193425990E-01	-7.360162196272080E-02	-2.778053023815060E-02	1.415257975136130E+00	1.686359773867760E-01	-7.061359730683230E-02	2.838213417021350E-02	3.414700143949800E+00	-4.392579241805890E-02
4.283402672214160E+00	1.920933614933770E+00	-5.441380287068630E+00	2.356971460487350E+00	4.539619721836840E+00	-4.607026721842770E+00	-4.989102243971980E+00	-1.283262081852140E+01	6.077815833799290E+00	8.892471275872770E-01	2.651650424468170E+00	3.633499066819180E-01	-4.275190220115590E-01	-1.563625821263580E+00	4.611918507389380E+00	-1.889162615732680E+00	7.114502848548320E+00	-2.538625393265370E-01	5.687569512814780E+00	9.254713131097890E+00	8.113087630893000E+00	-1.983049788939720E+01	-1.982523804640520E-01	-4.122317333688690E+01	1.113686851504620E+00	-5.021960882028260E+01	7.857931951987840E-02	4.262763701221770E+00
4.734799779459460E+00	4.320711948434580E+00	3.285255273082260E+00	-1.144750038159590E+00	-5.532937869638950E+00	2.335619944491690E+00	5.840675672422900E+00	1.072336342911960E+01	-8.156434557158410E+00	-2.928945864980370E+00	5.303300983022210E-01	4.357703326582470E+00	3.265307249671910E+00	4.800582589436450E+00	-7.394267101511860E+00	1.741947368825830E+00	9.201775528548790E+00	-5.744423492127430E-01	-7.800621282878720E+00	-7.628093671494240E+00	-1.908033656675120E+00	-2.972453966612080E+01	-5.843577267751530E-01	2.328980134423810E+01	4.517908774713620E+00	6.239175939792500E+00	8.790172026716670E-01	-5.398924031255840E+00
3.702504237979990E-01	6.966269535836580E+00	8.125433317709730E+00	-2.240250595696270E+00	-2.635183637587100E-02	1.806104769402690E+00	-1.425787833210030E+00	6.681355589883830E+00	-3.807571353897870E+00	-1.458878715925840E-01	-1.299038102587010E+00	3.186685691867050E+00	-4.276972313365320E+00	7.189703485424960E+00	-7.737908240337750E-01	1.793313825502250E+00	8.171412560080160E+00	-1.283332817031450E-01	3.569078995251730E+00	-3.235781123132240E+00	-5.256877283987220E+00	1.946636245851740E+00	2.364775239768370E-01	-2.935636764509470E-01	1.847186422407900E+00	1.115871334158170E+01	1.039007814362430E+00	3.201164259218270E-01
3.327690590900580E+00	1.621255546792250E+00	-6.675848460355000E+00	2.926407940708020E+00	5.786849903474350E+00	-4.375914452280620E-01	-7.490129006770790E+00	-1.172165350774540E+01	7.233386473833350E+00	2.685357152237810E+00	2.651650421815400E+00	5.155725687208520E+00	-4.471667080301050E+00	3.435307996354730E+00	8.065956590459540E+00	-9.970587402471800E-01	7.292000957565160E-01	-1.591661576206480E-02	9.754655853714580E+00	1.072065024729790E+01	9.643392773150760E+00	2.101443089283610E+01	3.383877873891740E-01	-3.614698723576970E+01	4.925435468372430E+00	-2.376103441728940E+01	1.219063006957930E+00	5.432418268218760E+00
